i,t,m,Aceite Vegetal,Aguacates,Ahí Verde,Ajo,Alimento Infantil,Apio,Arroz,Arvejas,Azúcar,Café Y Té,Carne De Res,Carnes De Puerco,Cebolla,Cereales Y Cremas,Cervezas,Chocolates,Cigarrillo Y Tabaco,Cocos (Pipas),Condimentos,"Culanto, Perejil, Cebollina",Embutidos,Enlatados Y Envasados,Frijoles,Galletas / Pasteles Y Dulces,Gelatinas,Guineos (Bananos),Harina De Trigo,Helados,Huevos De Gallina,Lecha Evaporada,Leche En Polvo,Leche Líquida,Lechuga,Lentejas,Licores Varios,Limones,Mangos,Manteca,Mantequilla,Manzanas,Margarina,Mariscos,Mayonesa,Maíz De Grano,Maíz De Mazorca,Melones,Miel,Naranjas,Otoes,Otros,Pan De Sal Y Pan De Dulce,"Panela, Raspadura, Etc",Papas,Papayas,Pastas Alimenticias,Pastas De Tomate,Pastillas Y Confites,Pepino,Pescados,Picaritas,Piñas,Plátanos Verdes,Pollo O Gallina,Porotos,Preparación De Maíz,Primer otro,Queso (Blanco Y Amarillo),Raspados Y Duros,Remolacha,Repollo,Sal,Sandias,Sardina Y Atún,Segundo otro,"Sodas, Refrescos Y Jugos",Sopa Enlatada,Tercer otro,Tomate,Viscera De Res,Visceras De Pollo O Gallina,Yuca,Zanahoria,Zapallo / Chayote,Ñame
20085816,2008,Panamá,4.25,1.8,0.5,0.3,,0.3,4.95,0.4,0.9,1.65,6,6,0.25,,,,,0.8,0.6,0.2,2,0.65,0.6,,,0.4,0.5,,1.45,,,3.8,0.8,0.6,,0.15,,,0.5,2,,,0.6,,,,,0.45,0.25,,2,,1.2,,0.98,0.4,,0.4,4,,0.4,0.9,4.5,0.95,0.5,,4.65,0.5,0.8,0.6,0.3,0.9,1.75,,2.6,,,0.6,4.5,1.6,0.5,0.35,,0.5
20085817,2008,Panamá,5.1,1,0.25,0.3,,0.29,2.5,0.8,1.75,,16.8,13.5,0.35,2.61,,,,3,,0.2,3.52,1.84,0.8,,,0.6,0.38,,1.35,,,9.5,0.4,0.88,,,,,1.55,1.25,,3,2.09,0.7,0.4,0.6,,0.5,0.25,,3.82,,2,,1.2,0.89,,0.25,2.5,,0.7,0.3,8,0.98,0.48,,4.25,,0.3,0.3,0.15,,0.89,,1.95,,,0.5,2.7,1.7,0.7,0.42,0.2,0.5
20085818,2008,Panamá,4.65,1.2,0.3,0.2,,0.2,4.5,0.25,0.9,1.45,12,12,0.25,,,,,0.9,,0.15,2,,0.3,,,0.2,0.5,,0.72,1.8,,1.9,0.5,0.4,,0.2,,,0.4,,,,0.6,,,,,0.5,0.4,,3,,0.8,,1.3,1.6,,0.25,4.5,,0.8,0.5,15,0.49,1,,1.5,,0.5,0.4,0.3,1.5,1,,2.6,,,0.7,4,1.5,0.4,0.35,,0.5
20085819,2008,Panamá,5.59,,,0.15,,0.25,2.25,,1.75,,4.2,4.5,0.3,,,,,,,,1.9,0.78,,1.59,,,,,1.35,,,0.95,0.3,,,,,,,1.25,,,0.45,,,,,0.3,,,1.05,,1.2,,1.3,,,,1.35,,1,0.6,5.1,,,,2.14,,,0.3,0.3,,,,3.9,2.1,,0.5,,,,0.45,,
2008582,2008,Coclé,,,,,,,2.1,,0.8,1.65,,,,1.34,,,,,,0.25,,,1.2,2.2,2.55,1,,,1.2,2.7,,6.9,,1.56,,,,,,1.25,,,,,,,,,,,4.5,,2.5,3,1.2,1.5,,,6,,,,10,1.6,,,1.1,,,,,,2.55,,,,,,,,1.5,,,1.5
20085820,2008,Panamá,1.69,0.6,,0.3,,,1.5,0.3,0.45,0.98,4,4,0.25,,,,,,,0.25,2,,0.45,,,0.2,0.45,,0.8,0.9,,1.9,0.5,0.59,,,,,3.66,,,,2.09,,,,,,0.25,,0.98,,0.49,,0.98,1.09,,,,,,0.35,6,0.98,0.5,,2.1,,,0.3,0.3,,,,,,,0.6,,,,0.35,,
20085821,2008,Panamá,1.62,1.5,0.4,0.4,,0.5,9,,1.65,3.2,16,10.5,1,,,,,0.8,0.4,0.2,3,,0.98,,,0.6,2.25,,1.65,4.5,,9.5,0.8,1.16,,,,,0.6,1.5,,,1.2,,,,,1.6,,,7,,1.2,,2.6,1.2,,0.5,3.5,,1,1,8.5,1.9,2,,4.75,0.5,0.7,0.6,0.3,,,,2.5,,,1.2,3.5,2.8,0.8,0.4,,0.6
20085822,2008,Panamá,1.62,,,0.2,,0.2,4.5,0.4,0.45,1.75,5,,0.25,,,,,,,0.25,1.2,0.68,0.6,,,0.2,0.48,,2.9,,,1.9,0.5,0.58,,,,,,,,,3.44,,,,,,0.4,,2.06,,0.3,,0.98,1.8,,,,,,0.3,6.9,1.1,0.5,,4.25,,,0.3,0.3,,,,2.3,,,0.6,1.9,1.95,0.4,0.45,0.4,0.4
20085823,2008,Panamá,4.62,1,0.6,0.6,,0.25,4.5,0.45,1.5,1.69,8.4,8,1,1.6,3.3,,,,,0.9,3.75,1.58,0.45,1.59,2.12,0.3,1.5,4.1,3.6,1.35,18,2.85,0.45,0.7,,,,,3.4,2.1,,,1.86,,,,,0.6,0.3,,1.29,,0.6,,1.5,1.2,,,3,,0.5,0.5,9.2,1.1,1.5,,2.95,,0.3,0.4,0.3,,,,2.6,,,1.2,,,0.2,0.3,0.25,0.5
20085824,2008,Panamá,5,1,0.4,0.25,,0.58,10,1.56,3.5,2.4,21,9,0.5,5.5,,,,1.2,,,3.93,1.95,1.44,,1.06,0.3,0.74,,3.27,,,9.5,1.2,1.36,,,,,3.75,1.25,,,1,1.05,,,,,0.49,,1.7,,1.5,,2.6,0.89,,0.96,2.5,,1,0.5,10,1.94,1.92,,8.5,,0.9,1.2,0.2,,1.58,,3.9,,,1,4.5,3.6,0.96,1.7,0.32,1
20085825,2008,Panamá,1.6,1.5,,0.25,,0.2,3,1,0.8,1.69,6,4,0.25,,,,,0.5,,,1.2,,1,,,0.6,0.5,,3.2,2.25,,1.9,,1.2,,,,,0.6,,,,,1.8,,,,0.6,0.8,,3,,0.5,,1,1.2,,,,,,1,6.9,2.2,0.5,,2.5,,,,0.15,,1.3,,1.98,,,0.6,,2.6,0.5,,0.4,0.6
20085826,2008,Panamá,4.65,2.25,0.5,0.5,7.75,0.6,11.25,1.8,3.3,3.2,25,14,1,,,,,1.5,,0.4,6.5,7,1.8,,2.12,1,2.5,,4.8,2.25,30,9.5,1.8,1.74,,,,,3.8,,,,3.6,,,,,1,1.2,,2.3,,3,,3.25,3.75,,1,5,,1,3,23,3.3,1.92,,13.69,,,1.2,0.3,,2.4,,5.2,4.5,,1.2,19,3.25,1.5,0.8,,1.5
20085827,2008,Panamá,4.75,1.2,0.25,0.25,,0.25,6.75,1,1.55,3.5,6,5.7,0.25,,,,,,,0.15,2.6,,1,,0.53,0.3,1.2,,1.45,2.25,7,1.9,,1.2,,,,,0.55,,,,2.39,1.2,,,,,0.6,,2,,,,1.3,1.15,,0.5,4.5,,,1.5,6.9,2.5,2.08,,4.55,,,0.3,0.3,,1.55,,2.6,1.75,,0.6,,2.4,,0.4,,
20085828,2008,Panamá,4.5,2,,0.3,,0.25,2.25,,0.45,2.3,,,0.25,,,,,,,,,,,,,0.15,0.5,,1.8,,,1.8,0.25,0.45,,,,,1.75,1.5,,7.5,1.15,0.9,,,,0.25,0.3,,1.05,,0.4,,0.87,0.89,,,10,,,0.5,10,0.5,0.48,,,,,0.3,0.2,,,,,,,0.5,,,0.3,0.45,0.3,0.6
20085829,2008,Panamá,1.65,1.5,,0.35,,0.3,2.25,0.55,0.45,1.6,4.2,,0.25,2.75,,,,,,0.3,2.8,0.78,0.6,3.18,,0.3,0.5,,1.65,1.35,17.95,3.8,0.5,0.9,,,,,,1.5,,,1.79,0.9,1.25,,,0.5,0.3,,2.1,,0.4,,1.3,0.8,,,3,,,0.3,11.5,0.95,0.5,,2.14,,0.3,0.3,0.3,,,,3.3,2.97,,1.6,,,0.2,0.25,,0.35
2008583,2008,Coclé,2.29,,,,,,5,,0.64,,7.8,,,,6.75,,,,0.5,1,,,,,,,,1.75,,0.45,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,5.94,,,,,,,,0.25,,1.1,,2,,,0.85,,,,,,
20085830,2008,Panamá,,,,0.2,,,0.9,,,1.6,2.5,,0.25,,,,,,,,0.5,,,,,0.2,,,0.72,0.9,,1.9,0.3,,,,,,,,,,,,,,,0.25,,,0.2,,0.4,,,,,,1,,,0.3,2.3,,0.45,,2.25,,,,0.15,,,,,,,0.25,,,,,0.3,
20085832,2008,Panamá,4.1,1.8,0.58,0.42,,0.5,13.5,,1.79,3.38,3.98,,0.5,2.64,15,0.56,,0.5,,1,2.65,1.17,2.16,1.65,0.34,0.6,0.31,4.1,1.27,1.95,11,18.75,0.65,0.7,,0.25,0.25,,,0.75,1.19,5.4,1.99,,,0.75,,0.5,0.8,,13.5,,1,1.75,3.3,2.08,1,0.48,3.5,1.5,1.5,1.05,13.5,0.85,1.67,,2.35,1.05,0.6,0.6,0.2,1.25,1.58,,1.59,2.01,,1,,2.2,0.5,0.85,0.8,0.75
20085833,2008,Panamá,2.78,,0.5,0.5,,,16.5,0.68,1.78,2.25,2.35,,0.5,,8.95,,,0.5,,,1.95,0.39,0.68,1.69,0.53,0.75,1.01,4.1,1.27,,21.4,5.7,,0.68,,,,,,,,,0.5,,,,,,,,15,,1,,0.53,1.1,0.25,,,7.8,,0.5,52.5,0.89,0.38,,2.35,1.65,,0.6,,,2.37,,1.59,1.34,,,,,,1.7,,
20085834,2008,Panamá,5.75,,0.5,0.42,1.75,,13.5,0.68,1.78,1.69,8,1.7,0.5,0.68,12,,,0.5,,,1.95,0.78,1.44,1.59,0.34,0.6,1.01,,1.27,1.17,16.9,4.76,,2.04,,,,,1.05,,,,2.09,,,,,,0.4,,22.5,,1,1,1.56,3.72,0.5,,5.25,1,,0.45,18,1.7,0.38,,2.45,1.5,1,0.6,0.29,,0.7,,1.59,1.34,,1,,,,0.85,,
20085836,2008,Panamá,1.15,,0.5,0.5,,,5,,1.78,2.25,5,1.7,0.5,2.17,30,,,,,0.75,1.9,,0.7,1.65,0.93,0.4,0.37,0.85,1.27,,,3.57,0.65,0.68,,0.25,0.5,,0.95,1.2,,,2.09,,,1,,0.5,,,4.5,,1,1,1.56,2.2,0.25,0.48,1.75,1.62,1,0.75,16.2,0.85,1.04,,2.35,,,0.6,0.19,0.75,1.58,,2.09,2.01,,0.5,,,,0.85,,
20085837,2008,Panamá,3.3,,0.4,0.63,,,10,,3.6,3.34,12.6,,0.6,,,1.9,,,,,2.2,,0.72,2.6,1.59,0.75,0.8,4.1,2.54,,,2.85,,0.9,,,0.3,,,1.75,,,0.85,,,0.5,,0.3,,,13.5,,1.2,,1.95,2.5,0.4,,,1.3,,1.2,15,0.98,0.96,,4.25,,1,0.6,0.2,,2.58,,3.88,1.34,,0.5,,,,1.2,1.3,
20085838,2008,Panamá,4.1,,0.4,0.4,,,15.9,0.9,1.75,2.4,7.5,,0.4,2.05,9.6,,,0.6,,,2.9,1.17,2.4,1.44,1.7,0.45,0.7,4.1,2.54,1.95,,2.85,0.7,2.55,,,0.35,,3.75,2,,,2.09,,,0.75,,0.25,1.47,,2.97,,2,1,1.95,3.96,,0.4,3.75,2.5,1,0.25,20.25,1.9,0.38,,4.7,,1,0.6,0.25,,4,,0.8,1.98,,0.5,,,1.25,0.45,1.2,0.9
20085839,2008,Panamá,1.42,,0.6,0.5,2.45,1.15,10,,2.5,0.49,4.2,,0.6,2.12,,,,,,0.4,3.5,,0.85,2.5,0.53,0.75,0.85,1.78,1.35,3.15,13.6,7.2,0.6,0.9,,0.25,0.5,,,1.25,,,3.94,,,,,0.5,,,13.5,,2,0.75,1.6,2.59,0.6,0.35,2.25,2.4,0.5,1.5,5.7,0.95,0.55,,4.29,2,0.9,0.45,0.2,,1.98,,1.59,2.68,,0.45,,,,0.85,,
2008584,2008,Coclé,,,0.5,,,,,,,,4,,0.5,,8.25,,3.75,,,,,,,,,,,,0.4,,,1.6,,,,,,,,,0.82,16,,,,,,,,,2.25,,,,,,,,,,,,,,,,3,,,,,,,,1,,,0.5,,,,,,
20085840,2008,Panamá,1.15,,0.35,0.5,,0.4,4.9,,0.72,1.09,12.6,,0.5,,,1.35,,,,,3.14,,0.85,,,1.5,0.37,3.5,1.35,1.35,,,0.55,0.9,,0.25,0.35,,,1.5,,,1.65,,,0.75,,0.3,,,3,,1.2,1,1.78,1.1,,0.3,,,0.5,0.75,3,0.9,0.96,,2.35,,0.5,0.6,0.25,1,2.12,,2.1,2.01,,0.5,,,,0.6,,
20085842,2008,Panamá,1.45,1,0.5,0.5,,,2.41,,0.8,,,,0.5,,2,,,,,,,0.76,0.7,,,0.2,,,0.85,,,,,0.67,,0.25,,,,,,,,,,,,,,,1,,,,,0.88,,,,,,0.5,3.45,0.85,,,,,,,0.21,,2.6,,0.55,,,,,,,,,
20085843,2008,Panamá,3.3,,0.5,0.5,,,6,,1.78,1.69,1.5,2.3,0.5,2.95,,2.95,,,,,1.39,0.39,0.7,1.65,0.53,0.15,1.01,,1.27,,15.69,2.39,,0.7,,0.25,,,,1,,,,,,,,,,,1.4,,0.5,,1.95,1.1,0.5,,2,1.5,,1.5,3.45,0.89,0.48,,2.35,0.75,,,0.21,,0.35,,1.74,0.67,,,,,,,,
20085844,2008,Panamá,4.29,,0.5,0.5,,,9,0.5,1.78,0.49,,,0.5,0.57,,0.71,,,,0.5,1.75,,0.7,,,,,,0.85,1.56,,,,0.68,,,,,0.15,1,,,,,,,,,,,2.45,,,,1.1,2,,0.48,,,0.75,,15,0.85,,,2.35,,,,0.21,,0.49,,1.15,2.04,,,,,,,,
20085845,2008,Panamá,2.3,,0.5,0.5,,,13.5,0.68,1.78,2.29,10,,0.5,2.97,6,0.16,,,,0.5,3.93,0.78,0.72,,,,,,2.54,,11,2.48,,0.68,,,,,,,,,,,,,,,2,,2.8,,3,,1,1.1,0.5,,,0.75,,,9.1,0.89,,,2.35,,,,0.2,,1.47,,3.18,,,0.5,3,4.25,3.5,,,3
20085846,2008,Panamá,3.9,1.75,0.58,0.75,,0.58,12.05,,1.78,2.29,6,5.7,1,,5,,,,,0.5,1.38,1.36,,,,1,0.85,0.85,1.35,1.56,,1.69,2.4,0.68,,0.25,,,,1,,,1.99,,,,,1.25,,,0.95,,2,,1.3,2.2,,0.96,3.75,,0.75,5,3.45,0.89,0.52,,1,,0.6,1.2,0.21,,1.26,,23.85,2.68,,1,,,,2.55,0.48,
20085847,2008,Panamá,4.75,,0.5,0.5,,,12.05,0.68,1.78,1.69,,,1,1.36,5,,,,,0.75,1.65,,0.72,,,0.45,,,1.27,,,,,0.7,,,,,,,,,,,,,,,1.2,,15,,1.5,,1.1,,,,3.5,,0.75,0.75,40.5,0.85,,,,,,,0.2,,,,0.79,,,,,,0.7,,0.5,
20085848,2008,Panamá,5.49,2.5,2.85,1.2,,1.05,4.5,,1.7,,36.75,4,1.68,2.61,,1,,,5.2,0.5,5.2,,4.12,3.3,,1.5,2.35,,1.8,3.65,,26.6,2.4,3.8,,1.5,1,,0.95,2.5,,,2.09,,1,,,,,,1.9,,4.25,,4.5,1.1,1,1.2,,1.08,,,3.3,4.4,,,8.3,,2.1,1.2,0.5,,2.37,,3.78,2.4,,2.4,,,,1.3,,
20085849,2008,Panamá,,,1.8,1.2,,1.4,,,9,1.69,7.2,,1,5.5,,,,,3.2,0.5,1.5,,,1.38,,,,,3.4,,,11.4,1.6,,,,,,0.99,2.5,,2.85,2.09,,,,,,,,3,,3.9,,2.7,2.2,,,9,,1,1.5,20.54,,0.55,,4.38,,1.2,0.8,,,7.5,,1.89,,,1.6,,,,1.2,,
2008585,2008,Coclé,1.3,,0.5,,,,11.25,0.6,,2.4,20,,1.2,,40,,,,0.2,,1.5,,,0.45,,,,,2,2.4,,,,0.9,,,,,,0.6,,,1,,,,,,,,2.25,,,,0.55,0.37,,,,0.75,,0.2,8.5,,0.5,,5.8,,,,0.25,,1.4,,15,0.4,,0.8,,,0.6,,,0.6
20085850,2008,Panamá,,3,1,0.63,,0.7,2.49,0.75,1.7,,14.7,2,2.5,,6,,,,3.3,1,,1.96,1.03,,0.93,1.5,,,3.4,2.92,,1.9,,0.96,,1.5,1,,,1.25,0.59,,,,,,,1,,,7.5,,4.8,1.5,2.12,3.02,,,,,1,,8.8,1.1,,,,,,,,1.5,,,1.98,2.2,,3.2,,,,2,,
20085851,2008,Panamá,4,3,1,0.6,,1,12.45,0.55,1.6,2,41.65,1.85,2,,4,,7,,1.25,0.5,8,2.6,0.7,1.65,,3,,1.7,4.95,2.92,,1.98,,0.69,5.1,,,,3.65,1,0.5,,1.65,,,2.25,1.5,,,1.05,7.5,,2,1,2.6,6.05,,0.35,2.5,,1,4.2,11.26,1.1,0.6,,3.85,,,0.9,,,3.6,,6.36,2.88,,2,1.75,,,0.6,,
20085852,2008,Panamá,,2.5,3.15,0.75,,1.05,9.4,,0.84,1.2,4.96,4,1.5,3.36,12,0.75,5.25,,2.5,1,3.7,2.07,1.03,,1.44,0.9,0.86,3.7,1.6,2.19,,1.98,2.55,0.89,,0.5,1.8,,,1.25,,,1.7,,0.5,1.5,,,2.1,,3,,2.4,1.25,0.59,1.1,,1.35,6,1.05,1.5,,22.98,1,0.55,,4.25,1.5,,1.2,0.5,2,7.9,,1.89,2.4,,8,,,0.75,1.2,0.9,1.5
20085853,2008,Panamá,5.45,5,2,2,,1.4,23.5,,7.2,1.69,39.2,9,1.6,4.47,,0.57,7,,3.4,0.5,5.2,0.89,2.14,1.65,4.65,1,2.4,0.95,3.3,3.65,,11.4,4,1.7,5.49,1.5,2,,1.45,2,,,0.95,0.7,,1.5,,1,3.2,,15.75,1,4.8,1.5,2.98,4.75,0.5,1.6,15,3,1,2,2,2.2,1.65,,4.15,2.25,1.8,2,0.5,2.5,5.2,,2.05,3.35,,5.6,,,0.5,1.6,0.8,1.6
20085854,2008,Panamá,,2,1.13,1.2,,,2.35,0.75,1.8,1.69,4.9,2,3.5,4.6,4.8,,,,3.5,1,1.6,,1.03,1.8,,0.75,,,1.8,,,,2.55,0.98,,1.5,1,,,,1.95,,,,,1,,,,,3.38,,5.4,1.25,,3.2,,0.8,,,,,7.34,1.13,,,4.8,,,1,,1.25,1.58,,3.18,3.35,,2.4,3,,,1.2,,
20085855,2008,Panamá,1.92,2.5,1,1.8,,1.35,9.4,0.75,1.7,,9.6,,1.5,1.86,,,,,5.25,1,5.5,1.28,2.06,,0.96,1.5,1.8,,4.8,2.19,,,2.4,1.9,,,1,,,,0.98,,2.09,,,,,,0.7,,3.08,,4.8,2.5,1.08,1.1,,1.5,1.5,,,1.5,15.8,2.2,,,,,,,0.25,,3.16,,1.49,,,2.4,,,,,,1.2
20085856,2008,Panamá,,,,0.4,,,0.96,,0.76,1,,,0.5,,,,,,,0.25,,,,0.69,,0.45,,,0.85,,4.58,,0.8,,,,,,,0.5,,,,,,,,,,0.75,,,1.2,,0.45,,,,,,,,7.9,,,,1.5,,,,,,,,,,,0.8,,,,0.4,,
20085857,2008,Panamá,,2,3.15,1.11,,1.05,2.35,1.8,1.8,2.87,,,1.8,4.5,5.76,,,,,1,2.3,,2.1,1.95,0.93,0.75,,0.85,1.8,,,11.4,1.6,1.92,5.49,1.5,1.25,,1.55,2,,7.5,,,,1.5,,0.75,2.4,,3,1,3.2,1.25,4.95,,,0.8,15,,1,1,27.05,2.26,2.2,,1.5,,1.2,1.2,,1.25,,,1.5,,,2.4,,,0.5,1.2,0.9,2.1
20085858,2008,Panamá,,,1.6,,,1.2,2.35,0.8,1.7,3.45,12.25,10,1.5,5.94,,,,,6.5,0.5,7.15,4.05,1.09,4.2,2.76,1.5,,1.59,1.7,2.19,,3.96,2.7,0.98,,0.5,0.5,,,2.25,1.59,10.5,2.09,,,,,0.75,,,3.62,,2,2.5,11.35,,,,9,,1,1.6,15.8,1.15,2.75,,4.15,,,,,,7.2,,5.64,1.92,,3.75,,,,0.9,,
20085859,2008,Panamá,,2,0.85,2.25,,0.65,,,1.8,,11.25,13.85,1,11.34,,0.43,,,7.89,1,2.5,,,2.49,,0.95,0.48,4.1,1.7,,,5.94,0.85,,,,,,,5,,5.6,2.09,,0.76,1,,,,7.5,3.62,1,3.5,,7.63,1.48,,0.4,3,2.99,1,1.2,12.24,,2.6,,3.84,,0.8,,,2.5,10.8,,,3.56,,1.7,,,,1.35,0.7,
2008586,2008,Coclé,4.09,3,0.5,,,,1.8,,1.28,3.11,10,,,1.34,,,,,0.25,1,,,0.95,1.7,,0.25,,,0.6,0.8,,2.85,,1.78,,,,,1.04,,,,,,,,,,0.8,,4.5,,1.5,,0.75,0.37,,,5,,0.8,0.75,10,2.1,2,,5.8,,2,0.5,0.25,,1,,1,0.45,,,,,0.75,,,0.75
20085860,2008,Panamá,,,2.1,0.7,,1.2,,,,,19.6,20,2.4,,12,0.5,,,6.5,1,9.45,,,,3.72,1.9,,1.59,3.4,,,14.85,2.85,,,0.5,0.75,,,2.5,1.5,,,,,0.5,,0.75,1.4,,6,,3,1.25,,6.28,,1.2,9,7.68,1,1,31.6,,3.25,,13.74,,1.6,0.9,,1.5,16.2,,,2.88,,3.6,,,0.7,1.35,0.6,1.4
20085861,2008,Panamá,,,1.4,0.7,,0.6,2.45,,1.7,1.58,12.25,10,2,9.98,12,,,,8.5,0.25,7.4,2.6,1.03,8.4,,1.9,2.4,2.05,3.2,2.19,,14.25,2.4,0.98,3.45,,,,,1,1.25,,2.09,,0.5,,,0.75,1.4,1.98,7.5,1,1.6,,2.76,3.2,,,9,,1,2,15.8,1.13,,,4.64,,,0.8,0.25,,,,3.78,,,4,,,,0.9,,
20085862,2008,Panamá,,,0.95,1.35,,0.85,2.45,0.75,0.48,3.45,9.8,3.6,1.3,6.62,,,,,3.75,,2.75,1.3,1.03,,1.06,0.97,,1.59,3.4,1.6,,1.98,2.1,0.98,,,,,3.75,2,0.59,,,0.45,0.75,1,,,0.7,,1.81,,4.45,,2.6,,,0.4,,,2,0.6,7.5,1.13,1.1,,7.72,,0.8,,,1.5,2.6,,3.78,0.86,,0.8,,,0.7,0.45,0.4,2.25
20085863,2008,Panamá,,2,1.1,1.2,,1.2,4.7,,1.7,,31.85,20,2.4,4.98,12,1.05,,1.5,4,0.5,3,1.95,0.95,3.28,,0.9,,1.59,3.6,2.92,,14.85,3.2,0.98,2.55,0.5,0.75,,,2.5,2.89,,,,0.7,0.75,,,1.4,,3.62,,2.4,1.5,5.68,2.97,1,0.8,9,1.4,1,1.6,31.6,0.99,1.65,,3.92,0.9,,,0.25,1.5,10.8,,5.34,2.4,,3.6,,,0.8,1.8,,1.6
20085864,2008,Panamá,,1.5,,1.2,,0.7,2.45,0.8,,,12.25,6,1.5,2.61,,,,,4.5,0.5,2.5,2.1,1.03,4.2,1.47,0.95,0.96,,1.6,1.46,3.69,3.96,2.4,0.85,,,0.5,,,1.25,0.98,,2.09,,,,,0.5,1.4,,3.5,2,2,1.25,2.76,3.2,,,,,1,1.6,7.5,0.99,,,1.5,,0.8,,,1.5,2.6,,2.89,2.68,,2.4,,,0.9,1.2,,1.6
20085865,2008,Panamá,,,1.13,0.7,,1.8,2.45,,,3.25,,,2,34.93,,,,,5.4,0.5,4.5,1.3,1.05,11.64,4.65,0.95,,,1.7,1.46,,7.92,4,0.99,,0.5,0.75,,1.5,,,,1.5,,,0.75,2.5,0.75,1.4,1.98,7.62,,3.2,1.25,4.79,1.98,,,14.4,,1,1.5,31.6,1.1,,,18.24,,,,,1.5,7.5,,5.23,1.92,,4,,,,1.6,0.9,
20085866,2008,Panamá,,,1,1.35,,0.6,4.9,,,3.45,7.8,7.5,2.95,6.35,,0.86,,,4,1,5.25,2.7,,3.3,0.93,1.35,0.9,1.59,,2.4,16.29,5.94,1.8,,,,0.5,,,1.8,1.25,8.5,2.89,,0.7,,,,2.4,,7.5,1,3,1.25,3.78,1.05,,,5.4,1.4,1,1.6,7.9,,4.2,,8.3,,,0.9,,,3.75,,3.49,3.2,,4,,,,0.9,,2.1
20085867,2008,Panamá,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20085868,2008,Panamá,5.49,,1.4,0.68,7.95,,4.5,,1.89,1.69,22.5,,0.64,3,,,,,1.5,,6,,,,,0.6,,,7.2,1.72,3.39,2.38,0.97,2.04,,,,,,2.5,,,,,,,,,,,5.25,,1.25,,,0.9,,1.25,,,,1,8,,,,4.39,,,1,0.2,,,,4.2,,,1.05,,,,1.27,,
20085869,2008,Panamá,1.15,1.8,,0.31,,,7.5,,0.36,,1.15,2.5,0.25,1.49,,,,,1.49,,6.6,,,,,0.4,,,2.4,0.86,,,0.6,0.68,,0.3,,,,0.5,,,,,,,,,,,7.5,,1,,0.65,,,0.5,,,,1.5,6,1.58,,,2.25,,,,1.29,,0.55,,4,,,0.5,1.5,,,,,
2008587,2008,Coclé,1.25,,,,,,1.9,,0.4,3,11.4,,,3.7,,,,,,,1.5,,,,,,,1.75,0.6,0.9,,,,,,,,,,,,,,,1.5,,,,0.5,,3,,0.5,,1.6,,,,,0.6,,0.3,6.6,1,,,1,,,,,,2,,0.8,2,,,,,0.5,3.6,0.3,
20085870,2008,Panamá,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,
20085871,2008,Panamá,,,0.7,,,,2.45,0.59,5.79,2.95,5.7,1.7,0.6,3.65,,,,,1.5,0.7,0.95,,0.65,0.99,,0.5,0.4,,,1.7,,1.9,0.65,0.68,,,0.5,,,,,,,,,,,,,,1.69,,1.2,,0.7,1.24,,0.4,5.5,,,0.3,5,0.89,,,1.65,,,,,,,,2.05,,,0.8,,,,0.65,,
20085872,2008,Panamá,,,,,,,4.5,,1.89,2.45,6.3,5.5,1.05,2.55,,,,,1.25,,3.27,,,,2.65,1,,,3.38,4.3,,1.9,1.3,2.2,,,,,,0.4,,,1.65,,,,,,,,3.8,,0.35,,0.9,0.9,,,,,,,11.25,0.98,,,4.39,,,,0.25,,1.96,,6.36,4,,1,,,,0.85,,
20085873,2008,Panamá,4.69,,,0.63,,,4.5,,1.79,2.29,8,3,0.5,0.89,,,,,1.75,0.8,5,,,,,0.4,,,1.69,1.89,,,,0.68,,,,,,1.25,,,2.09,,,3,,,,,2.94,,1,,0.65,3.24,,,4.28,,,0.5,15,,0.76,,1.7,,,1.2,0.2,,1.65,,2.5,2.01,,1,,,,0.5,,
20085874,2008,Panamá,3.84,,,,,,4.5,,0.72,,,,0.63,,,,,,1,0.5,2.18,,0.72,,,,,,1.69,1.29,,0.95,0.83,0.68,,,,,,,,,,,,,,,,,8.25,,1,,0.55,1.39,,,,,,,12,0.98,,,1.65,,,,0.2,,1.65,,1.7,,,,,,,,,
20085875,2008,Panamá,,,,,,,,,1.08,3,,,,,,,,,,,,,,,,,,,0.44,,,,,,5.5,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,
20085876,2008,Panamá,,,,0.63,,,6.75,,0.72,2.29,33,27.5,3,,16,,13.5,,2.25,0.65,2.18,,,,,,,,3,,,4.5,3.6,2.72,10.5,,,,,,,,2.09,,,,,,,,,,3,,1.65,0.9,,,4.8,,,4.5,12.5,,1.92,,2.19,,,,0.4,,1.95,,,,,0.75,,,,0.85,0.64,
